"Well","Sample.description.1","Sample.description.2","Sample.description.3","Sample.description.4","Target","Conc.copies.µL.","pg.µL","Status","Status.Reason","Experiment","SampleType","TargetType","Supermix","DyeName.s.","Copies.20µLWell","TotalConfMax","TotalConfMin","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","Copies.uL.linked.molecules","CNV","TotalCNVMax","TotalCNVMin","PoissonCNVMax","PoissonCNVMin","ReferenceCopies","UnknownCopies","Threshold1","Threshold2","Threshold3","ThresholdSigmaAbove","ThresholdSigmaBelow","ReferenceUsed","Ratio","TotalRatioMax","TotalRatioMin","PoissonRatioMax","PoissonRatioMin","Fractional.Abundance","TotalFractionalAbundanceMax","TotalFractionalAbundanceMin","PoissonFractionalAbundanceMax","PoissonFractionalAbundanceMin","MeanAmplitudeOfPositives","MeanAmplitudeOfNegatives","MeanAmplitudeTotal","ExperimentComments","MergedWells","TotalConfidenceMax68","TotalConfidenceMin68","PoissonConfidenceMax68","PoissonConfidenceMin68","TotalCNVMax68","TotalCNVMin68","PoissonCNVMax68","PoissonCNVMin68","TotalRatioMax68","TotalRatioMin68","PoissonRatioMax68","PoissonRatioMin68","TotalFractionalAbundanceMax68","TotalFractionalAbundanceMin68","PoissonFractionalAbundanceMax68","PoissonFractionalAbundanceMin68","TiltCorrected","Ch1.Ch2.","Ch1.Ch2..1","Ch1.Ch2..2","Ch1.Ch2..3","Species","assay"
"B10","NTC",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.165126398205757,0,21347,0,21347,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,4.79052320930812,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476.0358685832,1476.0358685832,NA,NA,NA,NA,0.0754504054784775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,21347,"Cod","Cod + Saithe"
"C01","CS6_rep1",NA,NA,NA,"FAM",1.15450465679169,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",23.0900936126709,NA,NA,1.75766742229462,0.708306312561035,19371,19,19352,0,1.72713887691498,NA,NA,2.79800030296621,0.656277500031403,2,NA,1850,NA,NA,10.8322600871696,27.5887156071031,"HEX",0.863569450749404,NA,NA,1.39900015148311,0.328138750015701,46.3395367638235,NA,NA,61.7569709896782,30.9221025379688,4945.65700812089,535.414622211811,539.740398131086,NA,NA,NA,NA,1.43984198570251,0.909655094146729,NA,NA,2.26832831034483,1.18594949265278,NA,NA,1.13416415517242,0.592974746326392,NA,NA,54.1311633022152,38.5479102254318,"No",0,19,22,19330,"Saithe","Cod + Saithe"
"C01","CS6_rep1",NA,NA,NA,"HEX",1.33689844608307,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",26.7379684448242,NA,NA,1.97921073436737,0.851489543914795,19371,22,19349,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,9.68568685466535,6.87875161749909,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3119.00493829901,1558.41123270083,1560.18362759645,NA,NA,NA,NA,1.64216756820679,1.07207190990448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,19,22,19330,"Cod","Cod + Saithe"
"C02","CS6_rep2",NA,NA,NA,"FAM",0.679615259170532,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",13.5923051834106,NA,NA,1.14384818077087,0.36212944984436,20779,12,20767,0,1.33314085006714,NA,NA,2.32091514794604,0.345366458466098,2,NA,1850,NA,NA,17.4304051759621,31.7153281278416,"HEX",0.666570401603035,NA,NA,1.16045757397302,0.172683229233049,39.9965342575313,NA,NA,57.7785265450711,22.2145419699916,4871.95100911458,542.911598097189,545.411644920049,NA,NA,NA,NA,0.895531833171844,0.501574754714966,NA,NA,1.83142146815564,0.834860138256504,NA,NA,0.915710734077819,0.417430069128252,NA,NA,48.9666224040258,31.0264461110369,"No",0,12,18,20749,"Saithe","Cod + Saithe"
"C02","CS6_rep2",NA,NA,NA,"HEX",1.01957011222839,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",20.3914031982422,NA,NA,1.56903159618378,0.6164510846138,20779,18,20761,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,9.70261133820253,9.52179827185479,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3016.8711344401,1513.33463397416,1514.63708630624,NA,NA,NA,NA,1.27907860279083,0.797851741313934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,12,18,20749,"Cod","Cod + Saithe"
"C03","CS6_rep3",NA,NA,NA,"FAM",1.14864790439606,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",22.972957611084,NA,NA,1.76772356033325,0.694478869438171,18445,18,18427,0,3.00048851966858,NA,NA,5.22377860598349,0.777198247995522,2,NA,1850,NA,NA,7.68715239717674,19.61059045315,"HEX",1.50024421349475,NA,NA,2.61188930299175,0.388599123997761,60.0039070342559,NA,NA,77.7867540475434,42.2210600209683,4872.3684624566,584.931735461848,589.115734436416,NA,NA,NA,NA,1.44103026390076,0.898849129676819,NA,NA,4.1220159564054,1.87896089757361,NA,NA,2.0610079782027,0.939480448786806,NA,NA,68.9743746165926,51.0334394519191,"No",0,18,12,18415,"Saithe","Cod + Saithe"
"C03","CS6_rep3",NA,NA,NA,"HEX",0.765640616416931,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",15.3128128051758,NA,NA,1.28866815567017,0.407960653305054,18445,12,18433,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,3.56941482599681,4.11525736592298,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3184.96594238281,1572.01353062462,1573.06288974314,NA,NA,NA,NA,1.00889956951141,0.565058410167694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,18,12,18415,"Cod","Cod + Saithe"
"C04","CS6_rep4",NA,NA,NA,"FAM",0.796216130256653,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",15.9243221282959,NA,NA,1.31496524810791,0.436075985431671,19215,13,19202,0,1.73324298858643,NA,NA,3.03902826586351,0.427457701796857,2,NA,1850,NA,NA,19.4002892188752,32.320436843277,"HEX",0.866621491915093,NA,NA,1.51951413293176,0.213728850898429,46.4272749279216,NA,NA,65.1655344573795,27.6890153984638,4934.31482872596,571.448638046673,574.400356000294,NA,NA,NA,NA,1.03831148147583,0.59509015083313,NA,NA,2.39198425094274,1.07450171671763,NA,NA,1.19599212547137,0.537250858358814,NA,NA,55.8803335553691,36.9742163004742,"No",0,13,15,19187,"Saithe","Cod + Saithe"
"C04","CS6_rep4",NA,NA,NA,"HEX",0.918758809566498,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",18.3751754760742,NA,NA,1.46913254261017,0.526850998401642,19215,15,19200,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,17.7696145994844,10.2351009072879,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2957.35900065104,1500.71406809012,1501.85118357221,NA,NA,NA,NA,1.17699790000916,0.701438188552856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,13,15,19187,"Cod","Cod + Saithe"
"C05","CS6_rep5",NA,NA,NA,"FAM",0.885204374790192,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",17.7040882110596,NA,NA,1.46196687221527,0.484805196523666,17284,13,17271,0,1.85708916187286,NA,NA,3.27975896314172,0.434419461795624,2,NA,1850,NA,NA,20.5049294579467,25.9696297014239,"HEX",0.928544606234336,NA,NA,1.63987948157086,0.217209730897812,48.1474269888632,NA,NA,67.2730118674912,29.0218421102352,5058.73328575721,596.304210294205,599.660584859179,NA,NA,NA,NA,1.15437054634094,0.661593317985535,NA,NA,2.57475154604932,1.13942687888803,NA,NA,1.28737577302466,0.569713439444013,NA,NA,57.7952822754449,38.4995717022815,"No",0,13,14,17257,"Saithe","Cod + Saithe"
"C05","CS6_rep5",NA,NA,NA,"HEX",0.953324556350708,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",19.0664901733398,NA,NA,1.54790914058685,0.534992337226868,17284,14,17270,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,5.93267531668473,7.29553462241295,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999.74410574777,1533.58996032467,1534.77754178938,NA,NA,NA,NA,1.23163676261902,0.720505952835083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,13,14,17257,"Cod","Cod + Saithe"
"C06","CS6_rep6",NA,NA,NA,"FAM",1.14240884780884,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",22.8481769561768,NA,NA,1.73924744129181,0.70088666677475,19576,19,19557,0,2.11116504669189,NA,NA,3.4871127715977,0.735217347733371,2,NA,1850,NA,NA,9.61252120614167,20.4401660840796,"HEX",1.05558252983277,NA,NA,1.74355638579885,0.367608673866685,51.3519897407692,NA,NA,67.63377785552,35.0702016260185,5112.28276624178,618.734210504371,623.095541856997,NA,NA,NA,NA,1.42475473880768,0.900125503540039,NA,NA,2.80631208689282,1.41601803243825,NA,NA,1.40315604344641,0.708009016219126,NA,NA,59.5777649702799,43.1262145112585,"No",0,19,18,19539,"Saithe","Cod + Saithe"
"C06","CS6_rep6",NA,NA,NA,"HEX",1.08225440979004,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",21.6450881958008,NA,NA,1.66552126407623,0.654344320297241,19576,18,19558,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,4.75681458490005,4.95001627227624,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2980.19217936198,1557.05435375085,1558.36291938535,NA,NA,NA,NA,1.35772681236267,0.846899628639221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,19,18,19539,"Cod","Cod + Saithe"
"C07","CS6_rep7",NA,NA,NA,"FAM",1.11957836151123,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",22.3915672302246,NA,NA,1.70448076725006,0.686882376670837,19975,19,19956,0,1.89995241165161,NA,NA,3.10542424247413,0.694480514151532,2,NA,1850,NA,NA,15.2699767659222,31.2976461067253,"HEX",0.949976189156416,NA,NA,1.55271212123707,0.347240257075766,48.717322521122,NA,NA,64.5687532112552,32.8658918309889,4946.79821134868,602.20542923619,606.337958040202,NA,NA,NA,NA,1.39627850055695,0.882138788700104,NA,NA,2.50907048348947,1.29083427313619,NA,NA,1.25453524174474,0.645417136568097,NA,NA,56.7269606664556,40.7076843757885,"No",0,19,20,19936,"Saithe","Cod + Saithe"
"C07","CS6_rep7",NA,NA,NA,"HEX",1.17853307723999,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",23.5706615447998,NA,NA,1.77644181251526,0.732849836349487,19975,20,19955,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,3.78166372892694,10.3313864012502,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2895.19799804688,1499.47313809587,1500.87060979545,NA,NA,NA,NA,1.46185171604156,0.934479832649231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,19,20,19936,"Cod","Cod + Saithe"
"C08","CS6_rep8",NA,NA,NA,"FAM",0.909085810184479,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",18.1817169189453,NA,NA,1.43360686302185,0.531502604484558,20714,16,20698,0,1.88230764865875,NA,NA,3.18308522253444,0.581529957497851,2,NA,1850,NA,NA,18.6545815997808,24.9127194160357,"HEX",0.941153795008073,NA,NA,1.59154261126722,0.290764978748925,48.4842467108156,NA,NA,65.7447388400915,31.2237545815396,4828.3000793457,596.626872188101,599.895520026014,NA,NA,NA,NA,1.15573966503143,0.700331628322601,NA,NA,2.53910002478551,1.22551515524678,NA,NA,1.26955001239275,0.612757577623391,NA,NA,57.1994647215659,39.7690287000652,"No",0,16,17,20681,"Saithe","Cod + Saithe"
"C08","CS6_rep8",NA,NA,NA,"HEX",0.965926945209503,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",19.3185386657715,NA,NA,1.50400817394257,0.574744641780853,20714,17,20697,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,6.70510416029983,7.31279149960984,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2862.25116325827,1461.88751675142,1463.03679656172,NA,NA,NA,NA,1.21952891349792,0.750229239463806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,16,17,20681,"Cod","Cod + Saithe"
"C09","CS9_rep3",NA,NA,NA,"FAM",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",0,NA,NA,0.174089625477791,0,20248,0,20248,0,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,28.1979213287767,"HEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.215678938101,582.215678938101,NA,NA,NA,NA,0.0795457661151886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,20248,"Saithe","Cod + Saithe"
"C09","CS9_rep3",NA,NA,NA,"HEX",0,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",0,NA,NA,0.174089625477791,0,20248,0,20248,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,NA,8.53421069169344,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474.27200006902,1474.27200006902,NA,NA,NA,NA,0.0795457661151886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,0,0,20248,"Cod","Cod + Saithe"
"C10","PC",NA,NA,NA,"FAM",0.558256924152374,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",11.1651382446289,NA,NA,0.98349142074585,0.27792301774025,21079,10,21069,0,0.058885470032692,NA,NA,0.0966248700915162,0.0211460715652989,2,NA,1850,NA,NA,8.5123176671778,13.5440625989292,"HEX",0.0294427354142038,NA,NA,0.0483124350457581,0.0105730357826494,2.86006539279305,NA,NA,4.64064174270464,1.07948904288146,5098.68217773437,611.050939728773,613.179898046532,NA,NA,NA,NA,0.754547119140625,0.399405866861343,NA,NA,0.0778884802302122,0.0398824614266029,NA,NA,0.0389442401151061,0.0199412307133014,NA,NA,3.75664323395326,1.96348755163285,"No",0,10,337,20732,"Saithe","Cod + Saithe"
"C10","PC",NA,NA,NA,"HEX",18.9607696533203,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",379.215393066406,NA,NA,20.9869384765625,16.9380836486816,21079,337,20742,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,3.2167485145486,4.90105428153909,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734.30025095048,1482.50127562358,1502.51438130626,NA,NA,NA,NA,19.9940929412842,17.928352355957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",0,10,337,20732,"Cod","Cod + Saithe"
"D01","CS5_rep1",NA,NA,NA,"FAM",10.9194488525391,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",218.388977050781,NA,NA,12.6740922927856,9.16741752624512,16128,149,15979,0,2.348069190979,NA,NA,2.90388141450608,1.79225689138923,2,NA,1850,NA,NA,7.98014318062645,19.0334011168376,"HEX",1.17403457647383,NA,NA,1.45194070725304,0.896128445694615,54.0025714944263,NA,NA,59.8824077767502,48.1227352121025,4739.87158366978,528.364610728935,567.273002282022,NA,NA,NA,NA,11.8143482208252,10.0252294540405,NA,NA,2.63164670222915,2.06449160366615,NA,NA,1.31582335111458,1.03224580183308,NA,NA,57.0024865348803,51.0026564539724,"No",1,148,126,15853,"Saithe","Cod + Saithe"
"D01","CS5_rep1",NA,NA,NA,"HEX",9.30078983306885,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",186.01579284668,NA,NA,10.9195184707642,7.68428611755371,16128,127,16001,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,5.64065561178105,6.24236826650235,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2976.53243610052,1512.67015808155,1524.19734739879,NA,NA,NA,NA,10.1263933181763,8.47576522827148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,148,126,15853,"Cod","Cod + Saithe"
"D02","CS5_rep2",NA,NA,NA,"FAM",9.31896305084229,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",186.379257202148,NA,NA,10.7417678833008,7.89787673950195,20913,165,20748,0,1.77329671382904,NA,NA,2.14499811290821,1.40159541981946,2,NA,1850,NA,NA,7.12381988666003,17.8915455610325,"HEX",0.886648383181916,NA,NA,1.0724990564541,0.700797709909729,46.9959527745464,NA,NA,52.2172955275545,41.7746100215383,4858.96755297112,555.794943376155,589.746240683244,NA,NA,NA,NA,10.0446691513062,8.59370422363281,NA,NA,1.96294019186038,1.58365334086728,NA,NA,0.981470095930192,0.791826670433641,NA,NA,49.6599014919176,44.3320040571751,"No",1,164,185,20563,"Saithe","Cod + Saithe"
"D02","CS5_rep2",NA,NA,NA,"HEX",10.5103254318237,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",210.206512451172,NA,NA,12.0217847824097,9.00080680847168,20913,186,20727,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,5.09035569537762,5.93319357028213,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3018.58094443044,1535.8522444612,1549.03961777896,NA,NA,NA,NA,11.2812347412109,9.73992156982422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,164,185,20563,"Cod","Cod + Saithe"
"D03","CS5_rep3",NA,NA,NA,"FAM",9.1262149810791,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",182.524291992188,NA,NA,10.5732173919678,7.68099021911621,19800,153,19647,0,1.80991446971893,NA,NA,2.20578622704352,1.41404270967124,2,NA,1850,NA,NA,8.95004554321695,15.6347083766759,"HEX",0.904957234178689,NA,NA,1.10289311352176,0.70702135483562,47.5053832150125,NA,NA,52.9598721387986,42.0508942912263,4976.92089365043,594.908091062564,628.769099082561,NA,NA,NA,NA,9.86425876617432,8.38863372802734,NA,NA,2.01188967500871,1.60793926170604,NA,NA,1.00594483750436,0.803969630853022,NA,NA,50.28828324106,44.722483188965,"No",1,152,168,19479,"Saithe","Cod + Saithe"
"D03","CS5_rep3",NA,NA,NA,"HEX",10.0846920013428,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",201.69384765625,NA,NA,11.6061420440674,8.56520748138428,19800,169,19631,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,4.57945393333748,3.9680874959496,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3040.21337746163,1590.01706547912,1602.39500369756,NA,NA,NA,NA,10.8606958389282,9.30920028686523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,152,168,19479,"Cod","Cod + Saithe"
"D04","CS5_rep4",NA,NA,NA,"FAM",11.6133098602295,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",232.266204833984,NA,NA,13.3158664703369,9.9132137298584,18223,179,18044,0,2.03425979614258,NA,NA,2.45750869433859,1.61101083561513,2,NA,1850,NA,NA,7.33442664244598,15.7381125278111,"HEX",1.01712988248843,NA,NA,1.2287543471693,0.805505417807564,50.4246102999401,NA,NA,55.6257455355541,45.2234750643261,4800.74576368279,575.714624746124,617.216055568144,NA,NA,NA,NA,12.481653213501,10.7456064224243,NA,NA,2.25020302324935,1.81831650670437,NA,NA,1.12510151162467,0.909158253352187,NA,NA,53.078249828782,47.7709707710981,"No",1,178,175,17869,"Saithe","Cod + Saithe"
"D04","CS5_rep4",NA,NA,NA,"HEX",11.4177255630493,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",228.354507446289,NA,NA,13.1058034896851,9.73206520080566,18223,176,18047,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,4.18821332615681,4.88905340024085,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859.3534004905,1489.52034773176,1502.75036569179,NA,NA,NA,NA,12.2786874771118,10.5573930740356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,178,175,17869,"Cod","Cod + Saithe"
"D05","CS5_rep5",NA,NA,NA,"FAM",12.1489219665527,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",242.978439331055,NA,NA,13.8296899795532,10.4705505371094,19565,201,19364,0.0136504953866658,2.32537603378296,NA,NA,2.7980545599389,1.85269750964203,2,NA,1850,NA,NA,6.69689109670646,15.0452208330063,"HEX",1.16268801739523,NA,NA,1.39902727996945,0.926348754821014,53.7612456370655,NA,NA,58.8142320227986,48.7082592513323,4811.10056407416,602.186687968285,645.426743633876,NA,NA,NA,NA,13.0061559677124,11.292311668396,NA,NA,2.56653834670587,2.08421372287506,NA,NA,1.28326917335293,1.04210686143753,NA,NA,56.3392977676923,51.1831935064386,"No",2,199,171,19193,"Saithe","Cod + Saithe"
"D05","CS5_rep5",NA,NA,NA,"HEX",10.44899559021,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",208.979919433594,NA,NA,12.0070991516113,8.89295196533203,19565,173,19392,0.0136504953866658,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,4.34684789491326,4.35226330899365,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2938.82462659185,1530.96076269748,1543.40954616048,NA,NA,NA,NA,11.243688583374,9.65483856201172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,199,171,19193,"Cod","Cod + Saithe"
"D06","CS5_rep6",NA,NA,NA,"FAM",10.0899620056152,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",201.799240112305,NA,NA,11.5988645553589,8.58299255371094,20141,172,19969,0.0290321122401919,1.94325983524323,NA,NA,2.35106290223524,1.53545685060923,2,NA,1850,NA,NA,7.35159164930297,16.223964256981,"HEX",0.971629938211118,NA,NA,1.17553145111762,0.767728425304615,49.2805429345777,NA,NA,54.5258345732405,44.0352512959149,4862.34280892306,605.290357631844,641.644710525051,NA,NA,NA,NA,10.8595685958862,9.32085800170898,NA,NA,2.15132252309382,1.73519722975066,NA,NA,1.07566126154691,0.867598614875328,NA,NA,51.9567105739147,46.6043752952407,"No",2,170,175,19794,"Saithe","Cod + Saithe"
"D06","CS5_rep6",NA,NA,NA,"HEX",10.3845729827881,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",207.691467285156,NA,NA,11.9154558181763,8.85567855834961,20141,177,19964,0.0290321122401919,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,4.67820739685963,5.34920739151067,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961.45864092293,1513.79118930799,1526.51335498675,NA,NA,NA,NA,11.1653861999512,9.60427761077881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",2,170,175,19794,"Cod","Cod + Saithe"
"D07","CS5_rep7",NA,NA,NA,"FAM",9.18650150299072,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",183.730026245117,NA,NA,10.6478548049927,7.72696113586426,19542,152,19390,0,2.21983528137207,NA,NA,2.73239540551705,1.70727494956574,2,NA,1850,NA,NA,11.3226473086144,19.6106240967599,"HEX",1.1099175887707,NA,NA,1.36619770275852,0.853637474782869,52.6047839345881,NA,NA,58.3616208083915,46.8479470607847,4871.37709607576,602.580992221685,635.784195976972,NA,NA,NA,NA,9.93186283111572,8.44161224365234,NA,NA,2.48134532104673,1.95832503403605,NA,NA,1.24067266052337,0.979162517018026,NA,NA,55.5419436181457,49.6676242510306,"No",1,151,136,19254,"Saithe","Cod + Saithe"
"D07","CS5_rep7",NA,NA,NA,"HEX",8.27674198150635,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","HEX",165.53483581543,NA,NA,9.66353702545166,6.89158058166504,19542,137,19405,0,NA,NA,NA,NA,NA,NA,NA,2050,NA,NA,5.67325158358141,7.97337143225998,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2882.81920584797,1486.55351011438,1496.34208857695,NA,NA,NA,NA,8.98408603668213,7.56982326507568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,151,136,19254,"Cod","Cod + Saithe"
"D08","CS5_rep8",NA,NA,NA,"FAM",9.75477600097656,NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (no dUTP)","FAM",195.095520019531,NA,NA,11.2177839279175,8.2935848236084,20709,171,20538,0.199281762461876,1.8183970451355,NA,NA,2.19502852894877,1.44176545300081,2,NA,1850,NA,NA,9.29161125715932,17.4162418333812,"HEX",0.909198495487396,NA,NA,1.09751426447439,0.720882726500405,47.6219993697035,NA,NA,52.7883576556591,42.4556410837478,4812.50228578445,608.030701926556,642.748198707651,NA,NA,NA,NA,10.5009803771973,9.00904369354248,NA,NA,2.01055581726802,1.62623816468156,NA,NA,1.00527790863401,0.813119082340779,NA,NA,50.2578947856315,44.9861039537754,"No",5,166,183,20355,"Saithe","Cod + Saithe"
